DISTRITO,EDAD,latitud,longitud
LA VICTORIA,43,-12.074029535056324,-77.0294108647293
JESUS MARIA,40,-12.069988002023246,-77.04158007309691
LA VICTORIA,40,-12.066001848731435,-77.00023092194431
BREÑA,74,-12.06169017200248,-77.04818336928432
PUEBLO LIBRE,33,-12.078096677452686,-77.07164402008183
JESUS MARIA,35,-12.066986138384873,-77.0395736970279
LINCE,36,-12.090197567018267,-77.02544146957618
JESUS MARIA,24,-12.078042051745477,-77.04988475818533
PUEBLO LIBRE,23,-12.080582192603101,-77.06359093559384
JESUS MARIA,35,-12.0882636825214,-77.05116757891466
PUEBLO LIBRE,84,-12.076931731608255,-77.06236591937697
JESUS MARIA,43,-12.081943653993088,-77.05230379633315
LA VICTORIA,81,-12.067471644599156,-77.02682235873861
LA VICTORIA,53,-12.090281798017688,-77.02026380092613
JESUS MARIA,23,-12.076722262700056,-77.05319597543412
LA VICTORIA,32,-12.06815970671081,-77.00398881491859
JESUS MARIA,62,-12.070893058676516,-77.04259876351817
JESUS MARIA,31,-12.074633949612235,-77.05254756665661
BREÑA,65,-12.050950639662586,-77.05009086654508
JESUS MARIA,33,-12.082290111636876,-77.05852952507934
JESUS MARIA,42,-12.070516513009103,-77.04365126876517
LINCE,38,-12.086903231255436,-77.0357425959273
JESUS MARIA,47,-12.071236559391014,-77.0470522482283
JESUS MARIA,52,-12.083018152001706,-77.0453663676478
LA VICTORIA,63,-12.060916165767674,-77.02754138206639
JESUS MARIA,4,-12.076062656971525,-77.04697600472443
JESUS MARIA,51,-12.086294783767569,-77.06185165326832
JESUS MARIA,37,-12.077736266954037,-77.04811866216642
LA VICTORIA,67,-12.06268134972624,-77.00473960422634
JESUS MARIA,46,-12.079748223206265,-77.0548959362109
LA VICTORIA,64,-12.071264655625237,-77.0098853176318
LA VICTORIA,41,-12.083132009111011,-77.01283538951304
JESUS MARIA,33,-12.080298157897188,-77.0561370538653
JESUS MARIA,25,-12.08047470923614,-77.0549106717209
JESUS MARIA,25,-12.083848290403452,-77.04839505348778
LA VICTORIA,27,-12.065857938507143,-77.00824893530898
LA VICTORIA,46,-12.073997524539438,-77.00827534320094
JESUS MARIA,20,-12.065016531969787,-77.04296294670822
PUEBLO LIBRE,52,-12.067871130443013,-77.07360433925561
PUEBLO LIBRE,51,-12.080230133274053,-77.06896546446394
JESUS MARIA,50,-12.089927380632718,-77.05551870437914
JESUS MARIA,41,-12.072146038699971,-77.04877340461023
LA VICTORIA,2,-12.067929101112098,-77.02662743098922
LA VICTORIA,22,-12.064027775590752,-77.02236120673352
LA VICTORIA,59,-12.077688031136042,-77.02369291157935
JESUS MARIA,66,-12.075270658594958,-77.04487095223956
PUEBLO LIBRE,49,-12.076208211492148,-77.06983416272323
JESUS MARIA,43,-12.08826133327989,-77.0537671550085
JESUS MARIA,36,-12.08085516063984,-77.04984920640142
PUEBLO LIBRE,35,-12.070316713637142,-77.05016859644452
JESUS MARIA,41,-12.07414803443783,-77.04625569047171
LA VICTORIA,35,-12.081902881585068,-77.02112750075945
JESUS MARIA,57,-12.084103232968289,-77.05226475570005
LINCE,45,-12.089775401396363,-77.04724876330927
LINCE,17,-12.087363090028338,-77.03485441291188
LA VICTORIA,72,-12.061226591099349,-77.00694170334114
JESUS MARIA,46,-12.071927300918002,-77.04113409991491
LINCE,38,-12.073875285196342,-77.03931450512002
JESUS MARIA,38,-12.079045812497501,-77.04647681099289
JESUS MARIA,57,-12.078593152846734,-77.04843242309718
BREÑA,42,-12.064731099683009,-77.04978984930366
LA VICTORIA,38,-12.066796523347438,-76.99816867608497
JESUS MARIA,38,-12.085092253382015,-77.04879335856819
JESUS MARIA,35,-12.071251908655759,-77.04873326190294
JESUS MARIA,41,-12.086603157044365,-77.06028139610481
BREÑA,32,-12.064219567412362,-77.05209830886061
LA VICTORIA,34,-12.061751965754185,-77.03212886421434
LINCE,37,-12.08769492049195,-77.02751378319823
BREÑA,32,-12.06268600388307,-77.05758681513392
BREÑA,41,-12.055190009965782,-77.05002714600154
JESUS MARIA,29,-12.072762817134429,-77.04223242380742
LA VICTORIA,40,-12.062882823712046,-77.02184479724437
JESUS MARIA,49,-12.076257411327102,-77.05137645791594
LA VICTORIA,49,-12.082265544090326,-77.02234706279381
JESUS MARIA,52,-12.083187652720751,-77.05039401377907
LINCE,32,-12.08478736863787,-77.03195823544239
PUEBLO LIBRE,38,-12.078666214415026,-77.06792156346923
LA VICTORIA,43,-12.079946611894892,-77.02532859769222
JESUS MARIA,52,-12.080071396188984,-77.05354799366181
LA VICTORIA,31,-12.06791599112503,-77.00870025506919
JESUS MARIA,27,-12.073180354224432,-77.04595558734108
LA VICTORIA,29,-12.061678252952037,-77.03311028168245
JESUS MARIA,64,-12.085004099190924,-77.05128164898466
JESUS MARIA,73,-12.065662340764874,-77.04276997259412
LA VICTORIA,36,-12.089506376325906,-77.019988465361
JESUS MARIA,73,-12.08323064790562,-77.0483863695233
BREÑA,26,-12.062303212239526,-77.04364278849317
JESUS MARIA,71,-12.089390049455345,-77.05265436879542
JESUS MARIA,47,-12.090830811259572,-77.05522574030817
JESUS MARIA,28,-12.08249846852609,-77.0452103394708
LA VICTORIA,30,-12.07449246570665,-77.02694012978843
BREÑA,30,-12.058876116991755,-77.05294718136253
LA VICTORIA,25,-12.061119328997753,-77.02447993885463
JESUS MARIA,41,-12.0668846243141,-77.0403716176339
LINCE,47,-12.082667722406084,-77.0308480177701
BREÑA,38,-12.055396456179082,-77.05065196069185
JESUS MARIA,28,-12.073243597473306,-77.04182347054146
JESUS MARIA,40,-12.075413587952134,-77.05340482216204
PUEBLO LIBRE,66,-12.075326972065335,-77.06927040595295
JESUS MARIA,45,-12.089392124091873,-77.05365025483236
JESUS MARIA,28,-12.091856359950098,-77.05399175147826
JESUS MARIA,86,-12.064903868836705,-77.0400153402821
JESUS MARIA,43,-12.08455216698608,-77.05400507865072
JESUS MARIA,57,-12.088325359983234,-77.05231486111703
JESUS MARIA,86,-12.088765167942267,-77.05848606006563
LINCE,30,-12.079429532698303,-77.03989938239907
JESUS MARIA,31,-12.087798882107386,-77.05714580753978
LA VICTORIA,39,-12.062765809351601,-77.02522232451798
PUEBLO LIBRE,37,-12.079017694933201,-77.0597039677703
BREÑA,39,-12.058673703117845,-77.0431938920459
JESUS MARIA,29,-12.07558780099004,-77.04111830593266
JESUS MARIA,52,-12.068361625237209,-77.04012322643032
JESUS MARIA,29,-12.08008971296972,-77.05287158974853
JESUS MARIA,62,-12.08559396300547,-77.05467951837402
JESUS MARIA,28,-12.089813706609416,-77.05430467105981
JESUS MARIA,22,-12.072054880386823,-77.04688439424652
LINCE,40,-12.085792176261757,-77.03070014924045
JESUS MARIA,25,-12.086489838666552,-77.06266457417354
JESUS MARIA,32,-12.08689302505021,-77.05374983546454
JESUS MARIA,25,-12.080297163478024,-77.05295312819013
PUEBLO LIBRE,44,-12.083513288036377,-77.06382564478032
LA VICTORIA,39,-12.06430656801104,-76.99983894845684
JESUS MARIA,33,-12.089360657576883,-77.05332463662633
BREÑA,12,-12.057366793339932,-77.04700815067082
LA VICTORIA,31,-12.074852384235399,-77.0098283356913
JESUS MARIA,42,-12.081111749163904,-77.057751604402
LINCE,34,-12.085840585173344,-77.04288412255812
LA VICTORIA,32,-12.061110885148718,-77.00803739242397
JESUS MARIA,54,-12.07894759598687,-77.04693818844464
LINCE,30,-12.088527016770588,-77.02870035192345
LA VICTORIA,15,-12.074505835464626,-77.01257417961564
BREÑA,83,-12.054015750615855,-77.04814665007305
LA VICTORIA,43,-12.081910426827575,-77.01397597730103
JESUS MARIA,45,-12.073386897083674,-77.04726645734088
LINCE,37,-12.088573858612179,-77.03092030914658
JESUS MARIA,20,-12.074173757021143,-77.04445868738185
JESUS MARIA,27,-12.08260165792881,-77.04564853749801
JESUS MARIA,32,-12.084985527363909,-77.05427469596765
JESUS MARIA,40,-12.069768542960192,-77.04935667137552
JESUS MARIA,47,-12.078910413775494,-77.05561700726125
JESUS MARIA,62,-12.07842855532218,-77.05390563710131
BREÑA,82,-12.053980667425662,-77.04611217284881
JESUS MARIA,41,-12.079060543234581,-77.04701604889303
BREÑA,38,-12.06603225198482,-77.05125872851103
LA VICTORIA,46,-12.06919750015139,-77.00276516895283
JESUS MARIA,30,-12.086736029458947,-77.0573576694318
PUEBLO LIBRE,44,-12.076931000248107,-77.0728297431094
JESUS MARIA,40,-12.086028464952053,-77.05672434087684
JESUS MARIA,52,-12.085365270185678,-77.0599312342394
LA VICTORIA,30,-12.067271552677717,-77.00643760294003
JESUS MARIA,41,-12.086254716146236,-77.0608769290241
LA VICTORIA,37,-12.06030302032891,-77.03319326867866
JESUS MARIA,20,-12.069870106228118,-77.04817789520146
LA VICTORIA,29,-12.063733897905593,-77.01085438680224
JESUS MARIA,39,-12.076296524898556,-77.05433267275772
JESUS MARIA,43,-12.086754084975434,-77.0527297944654
JESUS MARIA,53,-12.085682056166867,-77.06176065405097
BREÑA,57,-12.063075707165982,-77.04753836611664
JESUS MARIA,27,-12.070954749396765,-77.0447304121529
JESUS MARIA,23,-12.08531738937759,-77.05122030675835
JESUS MARIA,11,-12.081184154349305,-77.04729716586152
JESUS MARIA,32,-12.082477833099574,-77.0586994972988
LA VICTORIA,37,-12.07479003669707,-77.00821948373581
LA VICTORIA,37,-12.080578976920265,-77.02519472549663
LINCE,56,-12.084109218982135,-77.0277917095376
LINCE,30,-12.066249728270009,-77.03832351123486
PUEBLO LIBRE,50,-12.070002841993512,-77.06306765142274
JESUS MARIA,39,-12.065224498746556,-77.04019131890115
JESUS MARIA,38,-12.081879044489286,-77.05065679484645
BREÑA,28,-12.058847104682762,-77.04181270941515
JESUS MARIA,69,-12.076566496389164,-77.04463923422526
JESUS MARIA,25,-12.080735038372318,-77.05676948624551
LA VICTORIA,48,-12.07467918856108,-77.0103346822433
JESUS MARIA,33,-12.084350264401678,-77.06023744043503
JESUS MARIA,22,-12.072352762430908,-77.05147323681358
LA VICTORIA,30,-12.081456732109249,-77.01423968478981
LA VICTORIA,28,-12.067763227327665,-77.01238891770201
JESUS MARIA,43,-12.07741180971319,-77.0435273845367
LINCE,67,-12.08525594429398,-77.04133633009447
BREÑA,24,-12.051907005602747,-77.05142441998423
JESUS MARIA,32,-12.068856867250974,-77.04571844788377
LA VICTORIA,39,-12.077194448784857,-77.02179074672588
JESUS MARIA,33,-12.078045967864753,-77.0555982703701
JESUS MARIA,48,-12.084611480956937,-77.04906247129966
PUEBLO LIBRE,25,-12.070062046931675,-77.06560195343181
JESUS MARIA,38,-12.084124502491601,-77.0480065730762
JESUS MARIA,69,-12.084706858309469,-77.05502309387357
LINCE,17,-12.088038981658507,-77.03671658402705
BREÑA,14,-12.06077128261386,-77.04951614783967
JESUS MARIA,20,-12.079417018766595,-77.0449378745248
JESUS MARIA,42,-12.086393826782517,-77.0602511794403
JESUS MARIA,66,-12.074176726279795,-77.0424420145146
JESUS MARIA,43,-12.065662228931984,-77.03922776243787
LA VICTORIA,24,-12.088692326716151,-77.02351803612623
LA VICTORIA,26,-12.069260967051031,-77.01659036447114
JESUS MARIA,44,-12.082781677298502,-77.04665601715178
JESUS MARIA,37,-12.08260498494049,-77.04360638060425
JESUS MARIA,19,-12.067585923207757,-77.04383654213875
JESUS MARIA,48,-12.082553063983761,-77.0585619789061
JESUS MARIA,65,-12.085610926852178,-77.05219661732936
LINCE,29,-12.088539350197932,-77.03967867130213
PUEBLO LIBRE,35,-12.075067883369279,-77.05474803260374
LINCE,36,-12.086916915246972,-77.03506724539034
BREÑA,28,-12.065919291309289,-77.05957415171808
JESUS MARIA,36,-12.09294419224644,-77.05346438471375
JESUS MARIA,53,-12.072500608695718,-77.04506963955629
JESUS MARIA,38,-12.076253395720771,-77.04183330448929
LA VICTORIA,64,-12.06596408278329,-77.01566810520157
JESUS MARIA,28,-12.067833346299645,-77.04688393514931
JESUS MARIA,39,-12.078626372957636,-77.04698838199455
JESUS MARIA,35,-12.078589536987273,-77.04385348186405
JESUS MARIA,20,-12.07330366611792,-77.046612574616
BREÑA,23,-12.05235803111445,-77.05104188589753
BREÑA,39,-12.05981794425185,-77.05217891935311
JESUS MARIA,15,-12.079105893096733,-77.05681395586565
JESUS MARIA,39,-12.080348955064073,-77.04481571671117
BREÑA,55,-12.059666134382613,-77.05483999949587
JESUS MARIA,24,-12.08511934734727,-77.05454120612885
LA VICTORIA,33,-12.071464361542395,-77.00266540119429
JESUS MARIA,29,-12.078919357916128,-77.0463506921254
JESUS MARIA,39,-12.090627225692034,-77.05383938720166
LA VICTORIA,61,-12.064542496439287,-77.03342060761716
BREÑA,59,-12.060855203524605,-77.05700103021377
LA VICTORIA,31,-12.07868815668965,-77.01399865929376
JESUS MARIA,31,-12.08138841720069,-77.05672806537176
JESUS MARIA,37,-12.076910031253181,-77.05089914911214
LA VICTORIA,30,-12.06612995784519,-77.01485513538975
BREÑA,78,-12.057242550000044,-77.04525128760872
JESUS MARIA,45,-12.078368250501507,-77.05132303418002
BREÑA,36,-12.059330296495226,-77.04814788724079
JESUS MARIA,9,-12.089109802817013,-77.05764381046954
JESUS MARIA,28,-12.08555365674423,-77.05794436548088
JESUS MARIA,46,-12.079322351611047,-77.05038735230816
JESUS MARIA,66,-12.072022694202095,-77.04640891917391
JESUS MARIA,41,-12.083702071828148,-77.04718177181624
JESUS MARIA,47,-12.086058314064033,-77.05601312384098
LA VICTORIA,41,-12.072458669903742,-77.01008417154954
JESUS MARIA,29,-12.07613788048674,-77.0501903654914
BREÑA,14,-12.064133927000706,-77.05896534843882
JESUS MARIA,50,-12.083690459139733,-77.05291258793393
JESUS MARIA,49,-12.074981576312407,-77.05078124506804
BREÑA,37,-12.050976343812204,-77.0440386127382
BREÑA,16,-12.065947300698712,-77.05289356513194
JESUS MARIA,37,-12.088652631348763,-77.0550465860267
LA VICTORIA,39,-12.063476398610053,-77.00492913037303
JESUS MARIA,39,-12.086817087121153,-77.05244084926734
PUEBLO LIBRE,38,-12.075384844976313,-77.05861949087989
JESUS MARIA,40,-12.07827895303307,-77.04333305622036
BREÑA,41,-12.05959655035723,-77.04474953357743
LA VICTORIA,21,-12.084693276016006,-77.0113022571909
PUEBLO LIBRE,37,-12.068924154113986,-77.06579746115904
JESUS MARIA,64,-12.087961023118076,-77.05813426814566
PUEBLO LIBRE,36,-12.078539264814317,-77.06790969976035
JESUS MARIA,38,-12.082962139877505,-77.05466042629529
JESUS MARIA,25,-12.073461704966505,-77.04478904655828
JESUS MARIA,60,-12.064913865211752,-77.04172225351175
JESUS MARIA,38,-12.074313052017123,-77.04801876402203
JESUS MARIA,62,-12.08638014070782,-77.05701646454781
JESUS MARIA,36,-12.066877001110807,-77.0442720027426
LA VICTORIA,67,-12.079003043740425,-77.02409556559239
JESUS MARIA,42,-12.09051365364428,-77.05586591373967
LA VICTORIA,23,-12.061388098926695,-77.00875998849206
JESUS MARIA,52,-12.08505288285247,-77.05832428933701
JESUS MARIA,24,-12.089882749797802,-77.05805637605096
JESUS MARIA,29,-12.077923641931744,-77.05078866682253
LINCE,29,-12.083089740382713,-77.04563157991902
JESUS MARIA,51,-12.075696265176454,-77.04246974290083
JESUS MARIA,36,-12.07346208067916,-77.0442710739471
BREÑA,41,-12.06604246561578,-77.05706728905554
JESUS MARIA,44,-12.088936470127036,-77.05380198102038
JESUS MARIA,29,-12.06570056367332,-77.04366871395624
LA VICTORIA,22,-12.07474411684756,-77.00899874786167
PUEBLO LIBRE,46,-12.077466349217824,-77.05901727972271
LINCE,56,-12.079575454686694,-77.04029522885209
JESUS MARIA,14,-12.07656702690879,-77.05197847311614
LA VICTORIA,31,-12.06803230389116,-77.02882766113262
PUEBLO LIBRE,23,-12.068058717896767,-77.06778565405803
JESUS MARIA,30,-12.089201284871038,-77.0560372465884
JESUS MARIA,36,-12.076040759812392,-77.05033094406019
JESUS MARIA,3,-12.089385029849732,-77.05275896361407
JESUS MARIA,38,-12.07678157194448,-77.05446694386957
JESUS MARIA,21,-12.068461936590761,-77.04334617802873
JESUS MARIA,38,-12.08017485017373,-77.04323498494037
PUEBLO LIBRE,44,-12.068877678506626,-77.05466249849086
JESUS MARIA,62,-12.088154108041993,-77.05223590985275
JESUS MARIA,57,-12.077130306061271,-77.05168309491455
JESUS MARIA,10,-12.077998136787903,-77.04482063652503
JESUS MARIA,39,-12.07929366135964,-77.04437183101416
LINCE,51,-12.081615303542982,-77.03281673938898
JESUS MARIA,57,-12.083844424010804,-77.04981725567865
JESUS MARIA,49,-12.08589089715294,-77.058548785866
JESUS MARIA,41,-12.079937660630474,-77.04530357734889
BREÑA,26,-12.054928944321182,-77.05465989363805
LA VICTORIA,20,-12.08147940359191,-77.00897873540679
JESUS MARIA,24,-12.091005580042332,-77.0533767829665
JESUS MARIA,34,-12.087366544639135,-77.05470872158142
JESUS MARIA,31,-12.088773451207736,-77.05511803171058
PUEBLO LIBRE,44,-12.078133629867104,-77.06239631670145
BREÑA,33,-12.065220624199766,-77.0575024756266
JESUS MARIA,61,-12.073936695638539,-77.04691780448286
JESUS MARIA,32,-12.084556066333827,-77.05795662840568
JESUS MARIA,36,-12.080319251988946,-77.05268737812058
JESUS MARIA,41,-12.091070804003854,-77.05314980391047
JESUS MARIA,35,-12.066136443466638,-77.03964024719576
JESUS MARIA,70,-12.084343107033376,-77.05941781287164
JESUS MARIA,90,-12.080677495009768,-77.05528293076108
JESUS MARIA,40,-12.07839718761685,-77.05119596543354
LA VICTORIA,57,-12.085838217537649,-77.0128107742064
JESUS MARIA,24,-12.077471736831937,-77.04342502791054
JESUS MARIA,43,-12.069954458226023,-77.04459423954367
JESUS MARIA,39,-12.089478138817205,-77.05386809568047
JESUS MARIA,36,-12.083230445424421,-77.05839778760956
JESUS MARIA,38,-12.07232883786333,-77.04730375410635
JESUS MARIA,60,-12.084292979740095,-77.04964977948093
PUEBLO LIBRE,22,-12.074335716560766,-77.06028336297696
JESUS MARIA,37,-12.06651897188767,-77.04464784124461
JESUS MARIA,37,-12.08035424326226,-77.04362377942263
JESUS MARIA,37,-12.079717762276518,-77.05587477108594
JESUS MARIA,26,-12.082651360086931,-77.0456495435855
PUEBLO LIBRE,38,-12.07121635581544,-77.05342497671474
JESUS MARIA,41,-12.082668391540484,-77.05653749237075
PUEBLO LIBRE,23,-12.074453163840358,-77.06336466136018
LINCE,15,-12.08856410222768,-77.04755749073988
PUEBLO LIBRE,28,-12.07549458357782,-77.06703989491623
JESUS MARIA,15,-12.090781902606599,-77.05400893648854
JESUS MARIA,44,-12.07152911950892,-77.04587391806538
JESUS MARIA,52,-12.071474696998596,-77.04283799102171
LA VICTORIA,42,-12.084241226887142,-77.02473834918005
JESUS MARIA,56,-12.085579449455125,-77.05350902722778
PUEBLO LIBRE,79,-12.077657993821234,-77.06173462057441
LINCE,35,-12.081894198634503,-77.02845789503282
LA VICTORIA,58,-12.07338633541948,-77.01652533118
JESUS MARIA,42,-12.068616208723684,-77.0482591729622
JESUS MARIA,59,-12.064745065699162,-77.03995585223791
LA VICTORIA,38,-12.080827556626998,-77.0217594169926
JESUS MARIA,20,-12.080952305620526,-77.04390806055045
JESUS MARIA,18,-12.08606721612055,-77.05733130195787
LA VICTORIA,40,-12.073861568402364,-77.00752631170384
JESUS MARIA,23,-12.08528214063325,-77.0511164138857
JESUS MARIA,26,-12.078936638503237,-77.04409156454673
BREÑA,46,-12.054896897391101,-77.0499816072044
LA VICTORIA,56,-12.061578712219555,-77.02316792526989
BREÑA,54,-12.061954701947556,-77.04940278851
JESUS MARIA,55,-12.072044046939311,-77.04625343821475
JESUS MARIA,56,-12.077510295639899,-77.04967255899668
JESUS MARIA,52,-12.084499477382469,-77.05829231276402
LA VICTORIA,23,-12.070330634081015,-77.01778239490686
JESUS MARIA,21,-12.080558769416312,-77.05684422743143
JESUS MARIA,19,-12.078134271934472,-77.04603258308191
JESUS MARIA,42,-12.08178146443437,-77.04605559728793
LA VICTORIA,29,-12.06757664213467,-77.0225876455468
LINCE,36,-12.0879413931245,-77.02883253901526
LA VICTORIA,21,-12.08719840270428,-77.0240298051551
JESUS MARIA,26,-12.06713551752229,-77.04521844684841
JESUS MARIA,35,-12.085394812681114,-77.05492211239797
JESUS MARIA,28,-12.091807663462825,-77.05457249974157
JESUS MARIA,41,-12.080411480728236,-77.05017308258806
JESUS MARIA,62,-12.068020795780617,-77.04683423207729
JESUS MARIA,44,-12.088605476622083,-77.05407303369577
JESUS MARIA,49,-12.090953005198628,-77.05221380477572
JESUS MARIA,39,-12.082515105300521,-77.05039904801234
JESUS MARIA,38,-12.082707142638776,-77.04418950250054
JESUS MARIA,28,-12.066906915143571,-77.04439482359071
JESUS MARIA,30,-12.077355619873131,-77.05550713902733
BREÑA,33,-12.057988332669463,-77.04366566400063
JESUS MARIA,39,-12.077577331918954,-77.04705439885277
JESUS MARIA,45,-12.073256596764839,-77.0452821038644
LINCE,36,-12.088790359555334,-77.0259892967758
JESUS MARIA,20,-12.072576660107275,-77.04578352005758
LA VICTORIA,41,-12.070759078253717,-77.01630369263901
PUEBLO LIBRE,19,-12.074375400278049,-77.062155428234
PUEBLO LIBRE,27,-12.074900589794606,-77.07936026647175
BREÑA,29,-12.062513728431876,-77.04852437898454
JESUS MARIA,52,-12.076061979432245,-77.04453563434554
JESUS MARIA,14,-12.069578723228277,-77.04286004849553
LA VICTORIA,30,-12.068327426283515,-77.02121942254563
PUEBLO LIBRE,35,-12.078723144706862,-77.07691552043443
JESUS MARIA,31,-12.084473344752947,-77.05894096346697
JESUS MARIA,29,-12.090257870804132,-77.05418292434346
LA VICTORIA,13,-12.069366922578164,-77.03157242839765
LINCE,37,-12.09044281517701,-77.02763384860476
BREÑA,42,-12.059670560988732,-77.04972049428008
JESUS MARIA,28,-12.08661672075804,-77.06183239662464
JESUS MARIA,45,-12.08480087654465,-77.05272326163866
JESUS MARIA,24,-12.074365918679607,-77.04419858450223
JESUS MARIA,25,-12.08942344236364,-77.05736692355887
PUEBLO LIBRE,59,-12.08122463578812,-77.07101208923147
JESUS MARIA,17,-12.069994997199052,-77.04108942326161
JESUS MARIA,8,-12.077097405295218,-77.04941347280776
JESUS MARIA,59,-12.084959284725889,-77.05504594146971
JESUS MARIA,37,-12.07013687659843,-77.04740956261293
JESUS MARIA,36,-12.071952262139682,-77.04293534393337
JESUS MARIA,59,-12.06807231000914,-77.04559111884143
LA VICTORIA,51,-12.062592218817935,-77.02070242672326
LA VICTORIA,35,-12.068868400381252,-76.99967823974502
JESUS MARIA,73,-12.071882374831409,-77.04722754322573
BREÑA,32,-12.057826517871817,-77.04446216467645
JESUS MARIA,27,-12.067216561535343,-77.0409090346787
LA VICTORIA,35,-12.066889482290726,-77.00515692088258
JESUS MARIA,32,-12.082360868435886,-77.04943094756985
LINCE,61,-12.091314650289153,-77.04603543593016
LINCE,26,-12.081185161651296,-77.03747879611267
BREÑA,27,-12.053309883803822,-77.05206861206163
LINCE,38,-12.065706269783387,-77.03787299071354
JESUS MARIA,39,-12.086409344266247,-77.0506546836873
JESUS MARIA,18,-12.072335123747875,-77.04568422005246
LA VICTORIA,53,-12.059880348050655,-77.02535373566452
JESUS MARIA,61,-12.081880334863977,-77.04458739006787
BREÑA,89,-12.063577449564672,-77.05306874206205
BREÑA,37,-12.051855045944052,-77.04632530802002
JESUS MARIA,73,-12.074318085290816,-77.05257275803184
PUEBLO LIBRE,42,-12.077241906109183,-77.06701324531099
BREÑA,40,-12.067082797932024,-77.05880240781289
JESUS MARIA,28,-12.064700668551895,-77.03910691999906
JESUS MARIA,24,-12.07838905521244,-77.05419340998805
JESUS MARIA,82,-12.082845144637867,-77.04205576670677
JESUS MARIA,52,-12.072421223134885,-77.04710114389432
PUEBLO LIBRE,18,-12.07654134324838,-77.06747720236653
LA VICTORIA,16,-12.064408087330857,-77.02368758662952
JESUS MARIA,28,-12.078429799446939,-77.04693880637181
JESUS MARIA,71,-12.074846321215809,-77.04563881590687
JESUS MARIA,48,-12.068301586178645,-77.0427835122241
JESUS MARIA,42,-12.072795584449947,-77.0454519967624
LA VICTORIA,37,-12.062306750476441,-77.01299333204221
LINCE,53,-12.090370076780179,-77.04554614064725
LA VICTORIA,16,-12.065645025746102,-77.02257384120914
LINCE,29,-12.071639272265957,-77.04027134453705
LA VICTORIA,24,-12.062431183474747,-77.02378605534324
JESUS MARIA,22,-12.085614772983645,-77.05647661546195
LINCE,41,-12.079575789625626,-77.03074440284044
PUEBLO LIBRE,10,-12.072344916126655,-77.07323222806968
BREÑA,33,-12.054955257097035,-77.04899371415
JESUS MARIA,37,-12.085288948074853,-77.04967031871259
LA VICTORIA,35,-12.06827531825833,-77.01460974663891
LA VICTORIA,11,-12.067127590927521,-77.01692014245108
JESUS MARIA,41,-12.081815495651686,-77.04210969503555
JESUS MARIA,41,-12.077674135087275,-77.0511631264015
JESUS MARIA,47,-12.07981678512946,-77.04637505957068
JESUS MARIA,24,-12.070129229841925,-77.04815681931771
JESUS MARIA,49,-12.07557958355153,-77.05235012962149
JESUS MARIA,75,-12.075018786631487,-77.04353197499505
JESUS MARIA,65,-12.07987965764019,-77.05537037780749
JESUS MARIA,28,-12.090560829257807,-77.05542207919004
JESUS MARIA,59,-12.075570480685519,-77.05066925506986
JESUS MARIA,44,-12.086528688425929,-77.05148434821753
BREÑA,34,-12.065614967420219,-77.05943397333519
JESUS MARIA,61,-12.067613190089741,-77.04686747015978
LINCE,38,-12.080175200832766,-77.03974097290998
LA VICTORIA,25,-12.085156483016739,-77.0116985742112
JESUS MARIA,41,-12.077282011416505,-77.05386781635931
PUEBLO LIBRE,37,-12.077838023466871,-77.0759991102869
LINCE,37,-12.089330766526206,-77.02996637225225
JESUS MARIA,18,-12.084365388524922,-77.05764326608437
LA VICTORIA,54,-12.075535491500593,-77.02672506617853
JESUS MARIA,52,-12.075077936718332,-77.04369388735205
JESUS MARIA,32,-12.081201620219357,-77.05425950774725
PUEBLO LIBRE,38,-12.071009766515527,-77.06989555145907
LA VICTORIA,42,-12.073240658868775,-77.0296097627545
LA VICTORIA,35,-12.080855975916224,-77.02213061222459
LA VICTORIA,27,-12.064421515568199,-77.00778362346693
JESUS MARIA,35,-12.081869668303868,-77.04477981465458
LINCE,36,-12.081397735898166,-77.0294296665112
JESUS MARIA,40,-12.086250557513612,-77.06282348450316
JESUS MARIA,38,-12.078180696834496,-77.05570703008502
BREÑA,40,-12.06217313184514,-77.0567105511133
JESUS MARIA,39,-12.086291659068142,-77.05601689575198
JESUS MARIA,37,-12.086810567277839,-77.05331705522427
PUEBLO LIBRE,62,-12.075899902531571,-77.0737407346525
JESUS MARIA,34,-12.070202973704445,-77.0446623358748
LA VICTORIA,39,-12.063786457748632,-77.02877922963583
LA VICTORIA,45,-12.075022091409352,-77.02526720349206
LINCE,36,-12.089026213983155,-77.04546391614532
PUEBLO LIBRE,29,-12.076172728030416,-77.07577863007064
JESUS MARIA,40,-12.084115342317519,-77.05020949852606
JESUS MARIA,36,-12.072199597462731,-77.04230672137166
LINCE,36,-12.089216730460429,-77.04482545657291
JESUS MARIA,43,-12.082201195039337,-77.05253071999712
BREÑA,56,-12.062949429825798,-77.04700479000127
JESUS MARIA,52,-12.081512291933498,-77.0508123821103
JESUS MARIA,40,-12.067673986049464,-77.04745257611626
JESUS MARIA,32,-12.079954289924743,-77.04291681694708
JESUS MARIA,30,-12.069530743582227,-77.0460455864222
JESUS MARIA,32,-12.074774809229343,-77.04793854153439
JESUS MARIA,33,-12.086674430125495,-77.06031913384919
JESUS MARIA,74,-12.078042546425593,-77.052982999334
JESUS MARIA,45,-12.076739228892563,-77.04583044727414
PUEBLO LIBRE,40,-12.077654736419175,-77.06321003653882
PUEBLO LIBRE,31,-12.072273727884918,-77.075010223479
